"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"すいません、隼人先生。/私……献血は苦手なので、/辞退させてほしいんですが……","Sorry, Hayato-sensei. /I'm not good with blood donation, /could I decline...?","Portrait: !p0000!e00","","76","76","0"
"すまんな。/礼をいうぞ。","Sorry. /I'll thank you properly.","Portrait: !p1901!e00","","23","23","0"
"せんぱいは、/キャンプファイアーにくる２人づれが/どういう関係だかしってますぅ？","Senpai, do you know /what kind of relationship /campfire couples have?","Portrait: !p2400!e00","","78","72","0"
"じゃあ、もっとできそうな条件に/すればいいじゃない。/無理だって、絶対！","Just make it a condition you can do. /It's impossible, absolutely!","Portrait: !p0000!e00","","70","63","0"
"すごいじゃない、ロベルト！/ケガが治って、強化選手にもなって、/もう順風満帆って感じじゃない！","Amazing, Roberto! /Your injury healed, became special player, /everything's going smoothly!","Portrait: !p0000!e00","","92","92","0"
"じゃあ、フォークダンスを/一緒に踊ろうぜ！","Let's dance the folk dance together!","Portrait: !p0000!e00","","41","35","0"
"じゃあ、フォークダンスを/一緒に踊ろうよ！","Let's dance the folk dance together!","Portrait: !p0000!e00","","41","35","0"
"じゃあ、一緒に行かないと、/１年中、「姫」と呼ばれる特典付きにする！","If you don't go together, /I'll call you 'Princess' all year!","Portrait: !p0000!e00","","67","60","0"
"じゃあ、先輩が僕に恋したら、/僕は先輩の心を支配できるんでしょうか？","If senpai falls for me, /can I control senpai's heart?","Portrait: !p1502!e00","","67","56","0"
"じゃあ、もっとできそうな条件に/すればいいじゃないか。/無理だって、絶対！","Just make it a condition you can do. /It's impossible, absolutely!","Portrait: !p0000!e00","","72","63","0"
"じゃあ、一緒に行かないと、/１年中、「姫」と呼ばれる特典付きにする。","If you don't go together, /I'll call you 'Princess' all year.","Portrait: !p0000!e00","","67","60","0"
"じゃあな、!0！/フッフッフッフッ……","Later, !0! /Huff huff huff...","Portrait: !p0601!e00","","35","30","0"
"じゃあな、将馬。/見た目なんか、気にすんなよ","Later, Shoma. /Don't worry about looks.","Portrait: !p0000!e00","","43","39","0"
"じゃあ、悪いけど/直してもらおうかな。","Sorry, but /could you fix it?","Portrait: !p0000!e00","","37","27","0"
"じゃあ、悪いけど/直してもらおっかな。","Sorry, but /could you fix it?","Portrait: !p0000!e00","","37","27","0"
"じゃあさ！/私以外の女の子と話しちゃダメよ！","Well then! /No talking to other girls!","Portrait: !p0000!e00","","43","38","0"
"じゃあせっかくだから、/相談に乗ってもらおうかな……。","Since we're here, /could I get some advice...?","Portrait: !p0000!e00","","53","45","0"
"じゃあ、いいじゃない。/入ろうよ。","That's fine. /Let's go in.","Portrait: !p0000!e00","","33","27","0"
"すごいじゃないか、ロベルト！/ケガが治って、強化選手にもなって、/もう順風満帆って感じじゃないか！","Amazing, Roberto! /Your injury healed, became special player, /everything's going smoothly!","Portrait: !p0000!e00","","96","92","0"
"じゃあ、今なら/みんなと仲良くできるじゃない！","You can get along /with everyone now!","Portrait: !p0000!e00","","45","40","0"
"すごいな。/俺の考えてることがわかるのか。","Amazing. /You understand what I'm thinking.","Portrait: !p1900!e00","","41","41","0"
"すまんが、/俺はもう行くぞ……。/目の毒だ……。","Sorry, /I'm going now... /Bad for my eyes...","Portrait: !p1902!e00","","46","45","0"
"じゃあ、いいじゃないか。/入ろうよ。","That's fine. /Let's go in.","Portrait: !p0000!e00","","35","27","0"
"じゃあな、!0！","Later, !0!","Portrait: !p0601!e00","","14","11","0"
"じゃあね、せんぱぁーい！/（グラグラグラ……）","See you, senpaaai! (Rumble rumble...)","Portrait: !pffff!e00","","45","37","0"
"じゃね、将馬。/見た目なんて、気にしちゃダメよ。","Later, Shoma. /Don't worry about looks.","Portrait: !p0000!e00","","47","39","0"
"ずいぶん難しい顔して、/どうかしたんですか、流先輩？","You look serious. /What's wrong, Nagare-senpai?","Portrait: !p0000!e00","","51","46","0"
"じゃあな、!0。","Later, !0.","Portrait: !p2301!e00","","14","10","0"
"すまなかったね、!0。/僕のために苦労をかけた。","Sorry, !0. /I caused you trouble for my sake.","Portrait: !p0302!e00","","45","45","0"
"せんぱいと話して、/ももちゃん、元気が出ましたぁ！","Talking with senpai /made Momo-chan feel better!","Portrait: !p2401!e00","","49","49","0"
