"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"……何アレ？/修一先輩の追っかけ？","...What's that? /Shuichi-senpai's fan?","Portrait: !p0000!e00","","33","33","0"
"……今夜？/何かあったのか？　ロイ。","...Tonight? /Something happen, Roy?","Portrait: !p0000!e00","","35","33","0"
"……大学での練習風景を録ったビデオを/見せてやるといって……、/渡すのを忘れていたんだ……。","...I said I'd show you a video /of university practice... /but I forgot to give it...","Portrait: !p2200!e00","","90","86","0"
"……我らが育った社会では、/何も珍しい事ではないのだ。","...In our society, /this is nothing unusual.","Portrait: !p1603!e00","","53","43","0"
"……金魚すくいだ……。/金魚はいい……。","...Goldfish scooping... /Goldfish are nice...","Portrait: !p2201!e00","","39","39","0"
"……何か食べようと思うんだが……、/何を食べたいのか、わからないから……/考えていたんだ……。","...I want to eat something... /but I don't know what... /so I was thinking...","Portrait: !p2200!e00","","92","76","0"
"「……そうか。仕方ないな。/　で、出発はいつ……今から？/　また急な話だな……」","'...I see. Can't be helped. /When do we leave... now? /Another sudden thing...'","Portrait: !p0700!e00","","78","77","0"
"「また」はないでしょう？/でも事実なんだけどね。/今年も助っ人を頼んでるし。","'Again'? Don't say that! /But it's true. /Asking for help again this year.","Portrait: !p3301!e00","","74","74","0"
"……ネコが、/パンをくわえてたみたいに見えたぞ。","...I thought I saw /a cat with bread in its mouth.","Portrait: !p0000!e00","","47","47","0"
"……手伝ってやればいいじゃん。/実際ヒマなんだし。","...Just help them out. /You're free anyway.","Portrait: !p0000!e00","","49","43","0"
"……水泳部のみんなのところに戻る……。/またな……。","...Going back to the swim team... /See ya...","Portrait: !p2201!e00","","51","45","0"
"……アリガト。/参考にしとくよ……。","...Thanks. /I'll keep that in mind...","Portrait: !p0000!e00","","35","35","0"
"……食べられそうな気がしてきました。/頑張ります、隼人先生！！","...I think I can eat it now. /I'll try, Hayato-sensei!!","Portrait: !p0000!e00","","61","55","0"
"「初心に帰れ！」/オマエの燃える瞳が、/そう俺に語りかけてくるんだぜ。","'Return to your origins!' /Your burning eyes /tell me that.","Portrait: !p2000!e00","","68","58","0"
"……ネコが、/パンをくわえてたみたいに見えたわよ。","...I thought I saw /a cat with bread in its mouth.","Portrait: !p0000!e00","","49","47","0"
"……ミーのパパ、いつも忙しいから、/こういうイベントに/来たコトないデス……","...Mee's Papa is always busy, /so he's never come to /events like this...","Portrait: !p0803!e00","","74","74","0"
"……奴らが口にする/「友情」とやらの力を、/私は理解する事ができなかった。","...I couldn't understand /the power of 'friendship' /they spoke of.","Portrait: !p1603!e00","","72","68","0"
"……確かに、!0の/言う通りなのかもしれません。","...Indeed, what !0 says /might be true.","Portrait: !p0900!e00","","45","40","0"
"……私に出来ると思う？/委員長みたいな/しっかり者になれるのかなぁ。","...Think I can do it? /Become reliable like /the chairperson?","Portrait: !p0200!e00","","66","60","0"
"……難しいな……。","...It's hard...","Portrait: !p2200!e00","","18","14","0"
"……人を支配する事なく、/導いていく力、か……/私に、それができるだろうか？","...The power to guide /without controlling... /Can I do that?","Portrait: !p1602!e00","","74","57","0"
"……本当に？/なんだか悪いわね。/後でお礼をしてあげるわ。","...Really? /I feel bad. /I'll thank you later.","Portrait: !p1401!e00","","56","48","0"
"……迷惑じゃなければ、だけど……。","...If it's not a bother...","Portrait: !p1802!e00","","34","27","0"
