"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"このマスを一方通行にします/移動できる方向を選んでください","Make this one-way. /Select direction.","Portrait: !pffff!e00","","57","37","0"
"この優勝は、/自力でつかんだ優勝だからな！","This victory is /one you earned yourself!","Portrait: !p0000!e00","","41","41","0"
"この優勝は、/自力でつかんだ優勝だもんね！","This victory is /one you earned yourself!","Portrait: !p0000!e00","","41","41","0"
"け、献血！？/またイキナリどうして？","B-blood donation!? /Why so sudden?","Portrait: !p0000!e00","","35","35","0"
"こうしちゃいられないな！/サッサと逃げるぞ、バツ！！","Can't stay here! /Let's run, Batsu!!","Portrait: !p0000!e00","","51","38","0"
"こずえ先輩が美術部の展示に/ワシの絵を出したいといっててのう。/困っとるんじゃ。","Kozue-senpai wants to display /my painting at art club. /I'm troubled.","Portrait: !p1200!e00","","78","70","0"
"こっちに……戻りたい？","Do you want to come back...?","Portrait: !p0000!e00","","22","22","0"
"こ、怖くないんだから、/お化け屋敷に行っても仕方ないよ。/だから、行かない……。","I-I'm not scared, so /no point going to the haunted house. /So I won't...","Portrait: !p1102!e00","","78","73","0"
"こうして皆さんと一緒に、/学園生活を送ることさえ、/任務の一部なのです。","Even spending school life /with everyone like this /is part of my mission.","Portrait: !p2503!e00","","70","70","0"
"こうしちゃいられないわ！/サッサと逃げるわよ、バツ！！","Can't stay here! /Let's run, Batsu!!","Portrait: !p0000!e00","","53","38","0"
"この後も、自信をもって、/満面の笑みで接客すると/グーッだ！","After this, serve customers /with confidence and a smile!","Portrait: !p2801!e00","","58","53","0"
"こうなったら、女は度胸よ！/いっくわよぉっ！","In that case, courage! /Let's go!","Portrait: !p0000!e00","","43","34","0"
"このゲームの最終目的は/格闘ゲーム用の!c02ＥＤＩＴキャラ!c07を/作ることよ。","This game's goal is to create /a fighting game !c02EDIT char!c07.","Portrait: !p1800!e00","","74","62","0"
"このバレーボールマシュマロを、/バレー部の部室にしまってきて/欲しいのよ。","I want you to put this volleyball marshmallow /in the club room.","Portrait: !p0500!e00","","72","63","0"
"お父さんなんか関係ないわ。/私は、ティファニーを帰したくない。/それだけよ。","Dad has nothing to do with it. /I don't want Tiffany to go. /That's all.","Portrait: !p0000!e00","","74","74","0"
"こういうイベントだと、ゲド高の統率が/よくとれているのがわかりますね。/これも醍醐先輩の影響ですね！","At events like this, you can see /Gedokou is organized well. /That's Daigo-senpai's influence!","Portrait: !p0000!e00","","98","96","0"
"ここで作成した!c02ＥＤＩＴキャラ!c07は、/対戦やトーナメントなどの各モードで/使うことができるわ。","The !c02EDIT char!c07 made here /can be used in various modes.","Portrait: !p1801!e00","","96","61","0"
"このマスでは使用できません","Cannot use on this space.","Portrait: !pffff!e00","","26","26","0"
"この前、バレエの授業があったんだけど、/ゆりかさんだけ飛び抜けて上手なの。/私も、あんな風にできたらな……。","Earlier, we had ballet class, /only Yurika-san was amazing. /I wish I could be like that...","Portrait: !p1100!e00","","106","96","0"
"この学園祭、/お前は何に注目しているのだ？/参考に聞かせてもらおう。","At this festival, /what are you focusing on? /Tell me for reference.","Portrait: !p1600!e00","","66","66","0"
"お疲れさま。/今日は疲れたでしょう。","Good work. /You must be tired today.","Portrait: !p1300!e00","","35","35","0"
"がんばって！","Do your best!","Portrait: !p0501!e00","","12","12","0"
"こういうときくらい役に立たないと、/相撲部をクビになっちまうからな、アイツ！/ヒャハハハ！","If he's not useful at times like this, /he'll get kicked from sumo club! /Hyahahaha!","Portrait: !p1001!e00","","88","88","0"
"こうか？　こうかな？","Like this? Like this?","Portrait: !p0400!e00","","20","20","0"
"ここじゃなんだ、/キャンプファイアーの方に行こう。","This place is nothing. /Let's go to the campfire.","Portrait: !p0701!e00","","49","49","0"
"こずえ先輩がいうんだから、/才能あるんだよ！","Kozue-senpai says so, /you have talent!","Portrait: !p0000!e00","","43","38","0"
"こずえ先輩がいうんだもの、/才能あるんだよ！","Kozue-senpai says so, /you have talent!","Portrait: !p0000!e00","","43","38","0"
"このまま、総番長を続けて、/卒業するのがいいと思います……。","I think it's best to continue /as boss until graduation...","Portrait: !p0000!e00","","59","56","0"
"この方向でいいですか？","Is this direction okay?","Portrait: !pffff!e00","","22","22","0"
