"japanese","english","context","notes"
"変更","Chg","Change","JP:4 - moved from 1st_read_menu.csv"
"削除","Del","Delete","JP:4 - moved from 1st_read_menu.csv"
"作成","New","Create","JP:4 - moved from 1st_read_menu.csv"
"終了","End","Exit/End","JP:4 - moved from 1st_read_menu.csv"
"使用","Use","Use","JP:4 - moved from 1st_read_menu.csv"
"攻撃","ATK","Attack","JP:4 - moved from 1st_read_menu.csv"
"必殺","Spc","Special","JP:4 - moved from 1st_read_menu.csv"
"消費","Cost","Consume","JP:4 - moved from 1st_read_menu.csv"
"情報","Info","Information","JP:4 - moved from 1st_read_menu.csv"
"マス","Sq","Square/Space","JP:4 - moved from 1st_read_menu.csv"
"記録","Log","Main menu - Records","JP:4 - moved from 1st_read_menu.csv"
"性別","Sex","Registration - Gender","JP:4 - moved from 1st_read_menu.csv"
"学校","Schl","Registration - School","JP:4 - moved from 1st_read_menu.csv"
"学科","Dept","Registration - Department","JP:4 - moved from 1st_read_menu.csv"
"移動","Move","Board game menu - Move","JP:4 - moved from 1st_read_menu.csv"
"単位","Unit","Board game - Credits/Units","JP:4 - moved from 1st_read_menu.csv"
"悲劇","Sad","Move/UI text","JP:4 - moved from 1st_read_moves.csv"
"／","／","Move/UI text","JP:2 - moved from 1st_read_moves.csv"
"なし","None","Move/UI text","JP:4 - moved from 1st_read_moves.csv"
"罵倒","Mock","Move/UI text","JP:4 - moved from 1st_read_moves.csv"
"破壊","Ruin","Move/UI text","JP:4 - moved from 1st_read_moves.csv"
"放舞","Open","Move/UI text","JP:4 - moved from 1st_read_moves.csv"
"大嵐","Rage","Move/UI text","JP:4 - moved from 1st_read_moves.csv"
"触診","Exam","Move/UI text","JP:4 - moved from 1st_read_moves.csv"
"回診","Tour","Move/UI text","JP:4 - moved from 1st_read_moves.csv"
"伸身","Flex","Move/UI text","JP:4 - moved from 1st_read_moves.csv"
"殺刃","Kill","Move/UI text","JP:4 - moved from 1st_read_moves.csv"
"昇斬","Rise","Move/UI text","JP:4 - moved from 1st_read_moves.csv"
"疾駆","Dash","Move/UI text","JP:4 - moved from 1st_read_moves.csv"
"雹　","Hail","","JP:4 - moved from 1st_read_strings.csv"
"音楽","Musi","",""
"音楽室","MusiRm","",""
"体育","P.E.","",""
"体育館","Gym","",""
"屋上","Roof","",""
"美術","Art","",""
"美術室","ArtRm","",""
"英語","Engl","",""
"英語室","EnglRm","",""
"国語",Jpn,"",""
"国語室","JpnRm","",""
"数学","Math","",""
"数学室","MathRm","",""
"理科","Sci","",""
"理科室","SciLab","",""
"社会","ScSt","",""
"社会室","ScStRm","",""
"プール","Pool","",""
"保健室","Infrmr","",""
"ゲット×３マス","Get 3 Sq","",""
"部室棟","ClbBld","",""
"学長室","Prncpl","",""
"太陽学園","Taiyo HS","",""
"太　陽　学　園","Taiyo HS","",""
"英数","Eng","",""
"進む","Next","",""
"戻る","Back","",""
"図書室","Librar","",""
"新技:","Tech:","",""
"蘭","RN","",""
"兵","Hy","",""
"夏","NT","",""
"旧技:","Old:","",""
"タオ","Tao","",""
"レオ","Leo","",""
"残り：","Left:","",""
"セイギ","Justice","",""
"メグミ","Megumi","",""
"イブキ","Ibuki","",""
"ルビー","Ruby","",""
